id,comments,label,sentiment
2815,"iyi, gayet güzel",,Positive
2816,zarif ve güzel fiyatı da uygun,,Positive
2817,Güzel ürün,,Positive
2818,Çok inceler o yüzden 1 puan kırdım ama görünüşü güzel ve kaliteli,,Positive
2819,bayıldım çok hoşlar,,Positive
2820,Beğendim güzel,,Positive
2821,Normal kalite,,Neutral
2822,Ürün çok güzel beğendim,,Positive
2823,Güzel bence,,Positive
2824,"fena değil, fiyatına göre iyi",,Positive
2825,çok güzeller,,Positive
2826,rengleri solmadi iyi,,Positive
2827,Çok beğendim,,Positive
2828,gayet güzel teşekkürler,,Positive
2829,Çok güzel beyendim,,Positive
2830,fiyatina gore kalitesi guzeldi tesekkurler.,,Neutral
2831,çok tatlişlar ben beğendim,,Positive
2832,gayet güzel bileklikler çok beğendim.,,Positive
2833,güzel bir ürün.,,Positive
2834,Parasını hakettiğini düşünmüyorum çok küçük duruyorlar,,Neutral
2835,fp ürünü 40 tl ye çok da Bi sey beklemiyordum zaten. Ben çoklu değil tek tek kullanmayı düşünüyorum mesela saatimi takarım ve yanına herhangi 1 tanesini takarım yeterli olur.,,Neutral
2836,ürünlerim geldi teşekkür ederim ama gorseldekilerle alakası olmayan ürünler geldi benim siparişim farklı bana gelen ürünler farklı,,Positive
2837,guzel begendim,,Neutral
2838,Ürün gayet güzel bir şekilde paketlenmiş teşekkür ederim,,Positive
2839,fena degil,,Neutral
2840,şıkır şıkır ,,Positive
2841,çok güzel kararma yapmazssa,,Positive
2842,günlük kullanmak için aldım güzel,,Positive
2843,iyi güzel yanı,,Positive
2844,beklediğim gibi değil,,Neutral
2845,güzel geldi,,Positive
2846,renk attı ama,,Neutral
2847,keşke kutunun üzerine adres etiketi yapiştirmasaniz. çikmiyor. hediye almiştim kutusuz vermek zorunda kaldim,,Neutral
2848,Çok çok iyi bu fiyata kullanıb yorum yazmak istedim 7 gündü takıyorum kararma yok satıcıya teşekkürler,,Positive
2849,güzel ürün kalitelo duruyor,,Positive
2850,yanlış ürün gönderildi sipariş verdiğim gelmedi oyüzden iade,,Negative
2851,güzel ürün tavsiye ederim kızım için aldım,,Positive
2852,Beklediğimden küçük şık zarif,,Positive
2853,Güzelmiş bengendim,,Positive
2854,Gayet güzel,,Positive
2855,çok guzeler  tercih edilebilir,,Neutral
2856,Paketleme daha güzel olabilirdi,,Positive
2857,fena değil begendik,,Neutral
2858,Ben çok beğendim,,Positive
2859,Gayet şık ve güzel ,,Positive
2860,ürün güzel,,Positive
2861,harika bir urun,,Positive
2862,Cok guzeller .....,,Neutral
2863,Çok güzell,,Positive
2864,Gayet hoş bir ürün çok zarif,,Positive
2865,Fena değil,,Neutral
2866,tam fp bir ürün rahatlıkla alabilirsiniz,,Positive
2867,fiyatına göre güzel ürün ama iki ayrı kutu ile yollayın  hediye olacak dedim tamam dediniz ama tek kutu da yolladnz malasef ,,Positive
2868,,,Neutral
2869,tam beklediğim gibi kargoda hızlıydı satıcı da çok ilgili kararma hiç olmadı tavsiye ederim,,Positive
2870,Güzel alınabilir,,Positive
2871,güzel ürün,,Positive
2872,İyi kullanışlı,,Positive
2873,gayet güzeldi teşekkürler,,Positive
2874,Muhteşem ürün,,Neutral
2875,"Gayet güzel, teşekkürler",,Positive
2876,sevdim gayet güzel,,Positive
2877,çok güzeldi,,Positive
2878,Güzel  beğendim,,Positive
2879,güzel beğendik,,Positive
2880,güzel kullanışlı,,Positive
2881,ücrete göre çok güzel çok kibar teskurler,,Positive
2882,1 kutu içinde geldi 5 tane verdim sipariş hediye gelmemesi beni üzdü,,Neutral
2883,çok beğendim sadece bir bilekliğinin küçük bir kısmında kararma var ama önemli değil fiyat performans ürünü,,Positive
2884,Çok güzel,,Positive
2885,Çok hoş duruyor geldiği gibi taktım. Kararma yapmazsa güzel bir ürün. Satıcıya teşekkürler.,,Positive
2886,güzel ürün kararma yapar mı bilemiyorum sonra güncellerim,,Positive
2887,fena değil,,Neutral
2888,Çok güzel,,Positive
2889,güzel teşekkürler,,Positive
2890,süper güzel beğendim,,Positive
2891,güzel ürün,,Positive
2892,Ürün güzel,,Positive
2893,Çok  beğendim  umarım  Çok  çabuk  paslanmaz,,Positive
2894,"Güzel ürün, beğendim.",,Positive
2895,çok hoş bir ürün almanızı tavsiye ederim.,,Positive
2896,severek kullanıuyoruz,,Neutral
2897,Ürün hızlı geldi paketleme iyiydi not içinde teşekkürler  göründüğü gibi kalın değil suda kararma yapmadı fiyat performans ürünü,,Positive
2898,çok güzel fiyatına görede çok uyuyun tavsiye ediyorum,,Positive
2899,"pis deyil, daha iyi ola bilirdi",,Positive
2900,urun gerçekten çok kullanışlı,,Positive
2901,Gayet guzel,,Neutral
2902,çok şık duruyor,,Positive
2903,Cok beyendijk.tesekkurler,,Neutral
2904,güzel beğendim,,Positive
2905,orta kalite güzel,,Positive
2906,Ürün çok güzel tavsiye ederim,,Positive
2907,çok güzel di bayıldım tavsiye ediyorum alın aldırın,,Positive
2908,çok güzel harika,,Positive
2909,Fena değil umarım kararmaz,,Neutral
2910,cokkk güzel geldi,,Positive
2911,gayet iyi kullanışlı,,Positive
2912,güzel ürünler,,Positive
2913,guzel beyendim fena degil,,Neutral
2914,fiyatina gore guzeller celik almiyoruz soncta. o kafar sey aldim minik bir hediye koymanizi beklerdim,,Neutral
2915,Çok güzel beyendim,,Positive
2916,Kullanışlı bir ürün,,Positive
2917,ürün normal ben sevdim,,Positive
2918,Beğendim güzel sevdim,,Positive
2919,Güzel bir ürün,,Positive
2920,razı kaldım,,Neutral
2921,Fena değil,,Neutral
2922,Hediye için teşekkürler,,Positive
2923,Çok güzel şık ,,Positive
2924,güzel fena sayılmaz,,Positive
2925,Beğendim çok hoş,,Positive
2926,Çok beğendim,,Positive
2927,sorunsuz elime ulaştı paketlemede güzeldi,,Positive
2928,hoşuma gitti gorseldekiyle aynı fiyatına göre performans ürünü beğendim,,Positive
2929,Çok sevdim,,Positive
2930,Güzel kullanışlı duruyor,,Positive
2931,guzel bir ürün,,Neutral
2932,güzel ve kaliteli teşekkürler,,Positive
2933,çok güzel umarım renk atmaz,,Positive
2934,Herkes altın sandı kaliteli baya sevdim,,Positive
2935,Çok beğendim fakat bazılarında farklı modeller gelmiş. Bir tane fazladan hediye gelmiş teşekkür ederim,,Positive
2936,Güzel geldi begendim.,,Positive
2937,Güzel bir ürün teşekkürler,,Positive
2938,Kolda çok hoş duruyor şık bir ürün..,,Positive
2939,güzelmiş,,Positive
2940,bayıldım ürün kullanışlı,,Positive
2941,Fena değil daha kullanmadım,,Neutral
2942,1 puan kırdım çünkü 4 denilmiş 3 bileklik bana gelen . Diğer şeyler iyi .kaliteli ürün. Kargo hızlı paketleme iyi,,Positive
2943,Hemen kopuyor hiç sağlam değil,,Positive
2944,Güzeller bence alınır,,Positive
2945,Çok şık çok güzel 3 û birlikte bilekte harika görünüyor,,Positive
2946,Fena değil,,Neutral
2947,Güzel ürün,,Positive
2948,güzellllllll,,Positive
2949,Çok mükemmel değil idare eder,,Neutral
2950,Güzel beğendim,,Positive
2951,bir az basit gibi görünüyor amma fiyatına uygun,,Neutral
2952,ürün güzel normal günlük hayata kulanila bilir bir ürün ,,Positive
2953,Güzel gayet tatlı bileklik takımı,,Positive
2954,Guzelllllll,,Neutral
2955,güzel bir ürün ama satın sarısı olabilir di,,Positive
2956,hoş duruyor,,Positive
2957,Güzel severek kullanıyorum,,Positive
2958,Güzel sağlam,,Positive
2959,Güzel beğendim,,Positive
2960,ürün iyi begendiyseniz alabilirsiniz,,Positive
2961,"üçü de ayrı ayrı geliyor,  güzel ve hoş duruyor",,Positive
2962,güzel fakat kırık geldi,,Neutral
2963,"İnşaAllah kararmaz.Ürünler görsel olarak güzel.Ara ara takıyorum Bir ayı geçti alalı ,suya da değdi. Şimdilik kararma yok.",,Positive
2964,güzel görünüyor umarım kararmaz. iki tanesi tekli bir tanesi ikili gibiydi,,Positive
2965,Herhangi bir renge değişim olmadı memnun kaldım.,,Positive
2966,güzeller ama biraz inceler,,Positive
2967,güzel ama beklediğimden ince duruyorlar,,Positive
2968,Çabuk kopuyor ama iş görür,,Neutral
2969,fiyat performans,,Positive
2970,kararmasa güzel,,Positive
2971,fiyatına göre gayet iyi,,Positive
2972,cox gozel beyendik,,Neutral
2973,göründüğü gibi geldi  görüntüsü  iyi  duruyo,,Positive
2974,Fena değil,,Neutral
2975,rengi geçmiyor güzel,,Positive
2976,solma yapmadi beyendim,,Neutral
2977,Yani çok sağlam gibi değil ama kullanilabilir,,Positive
2978,çok güzel sorunsuz bir şekilde elime geçti .fakat fotoraftaki halinden biraz daha ince.,,Positive
2979,fiyatına göre güzel bir ürün,,Positive
2980,fiyatına göre güzel bı ürün paketlenmesi de iyiydi,,Positive
2981,Ürünleri aldım gayet güzeldi sadece kutusuyla beraber faturamda vardı o biraz sıkıntılıydı hediye yolladığımdan maalesef ki hepsi gözükmüş ama ürünler fiyatına göre gayet iyi kutusu da şeffafa koyuşmuştu. Sadece 1 yıldızı bu kutudaki faturadan kestim,,Positive
2982,ürünler güzel geldi gayet şık göründüğü gibi ama kullandıkça kararma yaparsa sorun olur,,Positive
2983,fiyatina göre iyi,,Positive
2984,İncecik ve çok hafifler. Şık görünüyor.,,Positive
2985,güzel ürün ben daha öncede almistim,,Positive
2986,Güzel solmadılar,,Positive
2987,Güzel geldi ama fiyatı fazla,,Positive
2988,tam bir fiyat ürünü,,Neutral
2989,biraz kalitesiz ama fiyatina gore gayet uygun begendim,,Negative
2990,Fiyatına göre iyi ama çabuk kararacak gibi,,Positive
2991,renkleri güzel şuana kadar kararma yapmadı,,Positive
2992,beklediğimi karşıladı gayet güzel,,Positive
2993,bayildimmmm umarim kararma yapmaz. baya agir kaliteli hissettiriyor. zincirinin top olusunu da ben cok sevdim. fotograftaki gibi gelmesi icin BYANTEP saticisindan alin.,,Positive
2994,anneme aldım çok beğendi ama kutu pek güzel değilmiş.,,Positive
2995,beğendim tavsiye ederim,,Positive
2996,Tam bir fiyat performans ürünü henüz kullanmadım ama bakınca da anlaşılıyor zaten,,Positive
2997,"Renkler süper, fazla takmadım daha ama parlaklığı iyi",,Positive
2998,Çok beğendim,,Positive
2999,Fiyatına göre iyi diyebilirim,,Positive
3000,1 puanı 4 adet dediği için kırdım. 4 ayrı biletlik değil 3 ayrı bileklik var. Yani boncuklu ve yanındaki bir bileklik. onun haricinde duruşu görünüşü çok şık. Hızlı geldi.,,Positive
3001,Rengi solmazsa güzel şimdilik,,Positive
3002,Gayet hızlı ve düzgün geldi teşekkürler.,,Positive
3003,çok suya falan degdirmemek gerek solmaya basliyor,,Neutral
3004,daha takmadim ama cok sekerler,,Neutral
3005,Ablama hediye aldığım için paketi açmadım ama görünürde bir hasar yok. Güzel gözüküyorlar .,,Positive
3006,uygun fiyatlııı güzel,,Positive
3007,Fiyat açısından iyi ancak renkleri tam sarı olduğu için pek sevemedim,,Positive
3008,fiyatına göre iyi bir ürün,,Positive
3009,çok tatlılar ve kullanışlı,,Positive
3010,Çok kaliteli olmasa da ayrı ayrı kullanıldığında bile şık duruyor,,Positive
3011,Şimdilik güzel inşallah kararma yapmaz,,Positive
3012,Göründüğü gibi geldi.Çok şık,,Positive
3013,çok güzel parlıyolar,,Positive
3014,İnce beklemiyordum inceydi,,Neutral
3015,Güzel ürün begendim,,Positive
3016,Yakından bakmayanlar gercek sandı şaka gibi :) sadece biraz daha kalın bekliyodum ama bu şekilde de cok iyi,,Positive
3017,guzel ama cabuk atiyo rengi,,Neutral
3018,Henüz kullanmadım ama buyuk ihtimal kararacak günü kurtarır fiyatına göre kaliteli duruyor,,Positive
3019,Biraz narinler ve fotoda göründüklerinden daha inceler…,,Neutral
3020,güzel ve sağlam ulaştı elime,,Positive
3021,güzel günlük kullanıma uygun,,Positive
3022,Siparişlerim hızlı ve sorunsuz geldi..Bu fiyata göre bence güzeller,,Positive
3023,Çok Geç elime ulaştı,,Neutral
3024,Tamamen fp ürünü sorunsuz iki günde geldi,,Neutral
3025,"ürün göründüğü gibi,ama ince bileklere göre :)",,Neutral
3026,çok geç geldi kargo,,Neutral
3027,bilekliğin bir tanesinin klipsi çok zor açıldı ama şık güzel duruyorlar,,Positive
3028,Fiyatına göre ok .,,Neutral
3029,Aşırı parlak sarı,,Neutral
3030,ürün çok güzeldi fakat göründüğünden bir tık küçük geldi onun dışında mükemmel,,Positive
3031,şık takılır yani ama kargom geç geldi,,Positive
3032,çok beğendim. umarım kısa sürede  kararma yapmaz,,Positive
3033,güzel ama fotoğraftaki gibi kalın deil çok ince,,Positive
3034,çokseller ,,Neutral
3035,ince zincir olan haricinde güzel fiyatına göre çok iyi,,Positive
3036,fiyatına göre iyi güzel,,Positive
3037,ürün güzel istediğim geldi,,Positive
3038,Sadece birkaç tanesi iyi geri kalanı pek iyi değil,,Positive
3039,buda öyle küçük gibi...,,Neutral
3040,Görselin aynısını geldi teşekkürler,,Positive
3041,Uzgunum bu modeli almak istesem zaten onu tercih ederim,,Positive
3042,Hızlı kargo cok tatlı severek kullanıyorım,,Positive
3043,Güzel  ama rengi hemen soldu,,Positive
3044,boyutları biraz küçük ve rengi soluk ama beğendim. hızlı kargo sağlam ürün,,Positive
3045,Tüm bileklikler bir paket içinde geldi ama çok güzeller ve bilekte güzel duruyorlar. Kararma gibi bir durum olmadı ama fazla suya değdirmedim,,Positive
3046,Fiyat Performans ürünü...,,Positive
3047,güzel ürün fakat kararmaz zannetmeyin,,Positive
3048,fiyat performans urunu,,Positive
3049,şık ve güzel normalde takı takmayı sevmeyen biriyimdir ama bunları görünce alamadan yapamadım,,Positive
3050,Fiyatına göre güzel kararma yapmadı,,Positive
3051,Güzel de ucuz duruyokar kararma yapıyo,,Positive
3052,Biraz ince ama yinede güzel,,Positive
3053,Fiyatlarına göre güzel inşallah kararma da yapmazlar,,Positive
3054,Takıların hepsi birbirinden güzel bu fiyata harika,,Positive
3055,kararmayacagını dusunuyoruz fıyatı uygun guzel bır urun,,Neutral
3056,Suyla temasa girmediği sürece,,Neutral
3057,fiyatina gore guzel,,Neutral
3058,suya temas edince bozuluyor,,Neutral
3059,beğendim.umarim kararmaz.,,Positive
3060,Fiyatına göre Gerçekten muhteşem ama kararıyor,,Neutral
3061,guze ama umarım kararmaz,,Neutral
3062,kargo hızlı ürün çok güzel,,Positive
3063,çok kalitesiz ama kullanılır,,Negative
3064,çok az bir kararma yapıyor,,Neutral
3065,bir tanesinde kararma vardi ama diyerleri guzel,,Neutral
3066,Bileği ince olanlara güzel,,Positive
3067,göründüklerinden daha küçükler yinede alınabilir,,Neutral
3068,güzel biri hafif çizilmiş geldi 1 puanı o yüzden kırdım,,Positive
3069,bilekliklerden biri farklı. 4 tane varmış gibi görünüyor. 3 tane bileklik var. paketlemeyi hiç beğenmedim. Aldığım her şeyi bir kutunun içine tıkıştırıp yollamışlar. onun dışında fena değil. hafif rahat bileklikler,,Positive
3070,çok ince bilekler için yapılmış,,Neutral
3071,fiyat performans ürünü.begendim şık duruyor.,,Positive
3072,Fiyatına göre güzel,,Positive
3073,fiyatına göre gayet iyi alın,,Positive
3074,Göründüğü gibi canlı geldi umarım hemen kararma yapmaz .,,Neutral
3075,harika çok küçük ama zarif,,Positive
3076,güzel alınır göründüğü gibi,,Positive
3077,gayet güzel geldi ama bazı yerlerinde kararmalar mevcuttu,,Positive
3078,İyi ama faklı geldi.o yüzden 1 puan kırdım.,,Neutral
3079,Rengi parlaklığı güzel bilekleriniz ince ise alın bana oldu ama bileği kalın olanlar mecburen uzatma zincirinde kullanabilir,,Positive
3080,.hızlı kargo,,Positive
3081,Gerçekten çok güzeller. Suyla teması oldu kararma yapmadı uzun süre kullanılabilir. teşekkürler.,,Positive
3082,Çok inceler ,,Neutral
3083,"I  get it &lt;3 it is so beutiful,but two bracelets are short.I wish it was a little longer",,Neutral
3084,çok beğendim ama altın sarısı gibi değil farklı farklı geldi tek tek taktım,,Positive
3085,ya bu fiyata iyi bence gün kurtarıcı takılar. kaliteli bisey beklemeyin sonuçta aman aman bir para vermiyorsunuz.  ama fiyat performans ürünü hoş duruyor.,,Positive
3086,çok güzel hoşuma gitti beğendim ama kargo hiç iyi ve hızlı değildi,,Positive
3087,Kötü değil ama bu fiyat için performans güzel paketlemede güzeldi,,Positive
3088,Ürün elime ulaştı güzel 4 ürün deniliyor ama 2 ürün bitişik olduğu için ben onu 3 ürün olarak sayıyorum teşekkür ederim güzel bir şekilde ürün elime ulaştı,,Positive
3089,çok kaliteli birsey beklemeyin ucuz sonucta,,Positive
3090,Fiyatına göre iyi.,,Positive
3091,sürekli bilegimdeler,,Neutral
3092,Ürün iyi  kararmadan yapmadi,,Positive
3093,"Çok dar küçük, çocuk künyesi gibi",,Neutral
3094,"Bileklikler biraz küçük.  Biraz daha büyük yapılırsa, daha çok satış yapılır.",,Neutral
3095,ürün çok güzel bana görseldekiler geldi  sadece biraz küçük,,Positive
3096,zamanla kararicak gibi dururyor ama çok güzeller,,Positive
3097,güzel ama uzun takmalarda rengi gidiyor,,Positive
